Type,Seconds,MegaBytes
memory,1473694717,52.96092987060547
memory,1473694727,53.01087951660156
memory,1473694737,52.97364044189453
memory,1473694747,53.640716552734375
aae_send,1473694748,2.3651123046875e-4
aae_send,1473694749,2.3651123046875e-4
aae_send,1473694750,2.3651123046875e-4
aae_send,1473694751,2.3651123046875e-4
aae_send,1473694752,2.3651123046875e-4
aae_send,1473694753,2.3651123046875e-4
aae_send,1473694754,2.3651123046875e-4
aae_send,1473694755,2.3651123046875e-4
aae_send,1473694756,2.3651123046875e-4
aae_send,1473694757,2.3651123046875e-4
memory,1473694757,53.807228088378906
aae_send,1473694758,2.3651123046875e-4
aae_send,1473694759,2.3651123046875e-4
aae_send,1473694760,2.3651123046875e-4
aae_send,1473694761,2.3651123046875e-4
aae_send,1473694762,2.3651123046875e-4
aae_send,1473694763,2.3651123046875e-4
aae_send,1473694764,2.3651123046875e-4
aae_send,1473694765,2.3651123046875e-4
aae_send,1473694766,2.3651123046875e-4
aae_send,1473694767,2.3651123046875e-4
memory,1473694767,54.084632873535156
aae_send,1473694768,4.730224609375e-4
aae_send,1473694769,4.730224609375e-4
aae_send,1473694770,4.730224609375e-4
aae_send,1473694771,4.730224609375e-4
aae_send,1473694772,4.730224609375e-4
aae_send,1473694773,4.730224609375e-4
aae_send,1473694774,4.730224609375e-4
aae_send,1473694775,4.730224609375e-4
aae_send,1473694776,4.730224609375e-4
aae_send,1473694777,4.730224609375e-4
memory,1473694777,54.31305694580078
aae_send,1473694778,4.730224609375e-4
aae_send,1473694779,4.730224609375e-4
aae_send,1473694780,4.730224609375e-4
aae_send,1473694781,4.730224609375e-4
aae_send,1473694782,4.730224609375e-4
aae_send,1473694783,4.730224609375e-4
aae_send,1473694784,4.730224609375e-4
aae_send,1473694785,4.730224609375e-4
aae_send,1473694786,4.730224609375e-4
aae_send,1473694787,4.730224609375e-4
memory,1473694787,54.417755126953125
aae_send,1473694788,7.0953369140625e-4
aae_send,1473694789,7.0953369140625e-4
aae_send,1473694790,7.0953369140625e-4
aae_send,1473694791,7.0953369140625e-4
aae_send,1473694792,7.0953369140625e-4
aae_send,1473694793,7.0953369140625e-4
aae_send,1473694794,7.0953369140625e-4
aae_send,1473694795,7.0953369140625e-4
aae_send,1473694796,7.0953369140625e-4
aae_send,1473694797,7.0953369140625e-4
memory,1473694797,54.4241943359375
aae_send,1473694798,7.0953369140625e-4
aae_send,1473694799,7.0953369140625e-4
aae_send,1473694800,7.0953369140625e-4
aae_send,1473694801,7.0953369140625e-4
aae_send,1473694802,7.0953369140625e-4
aae_send,1473694803,7.0953369140625e-4
aae_send,1473694804,7.0953369140625e-4
aae_send,1473694805,7.0953369140625e-4
aae_send,1473694806,7.0953369140625e-4
aae_send,1473694807,7.0953369140625e-4
memory,1473694807,54.398399353027344
aae_send,1473694808,9.46044921875e-4
aae_send,1473694809,9.46044921875e-4
aae_send,1473694810,9.46044921875e-4
aae_send,1473694811,9.46044921875e-4
aae_send,1473694812,9.46044921875e-4
aae_send,1473694813,9.46044921875e-4
aae_send,1473694814,9.46044921875e-4
aae_send,1473694815,9.46044921875e-4
aae_send,1473694816,9.46044921875e-4
aae_send,1473694817,9.46044921875e-4
memory,1473694817,54.69585418701172
aae_send,1473694818,9.46044921875e-4
aae_send,1473694819,9.46044921875e-4
aae_send,1473694820,9.46044921875e-4
aae_send,1473694821,9.46044921875e-4
aae_send,1473694822,9.46044921875e-4
aae_send,1473694823,9.46044921875e-4
aae_send,1473694824,9.46044921875e-4
aae_send,1473694825,9.46044921875e-4
aae_send,1473694826,9.46044921875e-4
aae_send,1473694827,9.46044921875e-4
memory,1473694827,54.670936584472656
aae_send,1473694828,0.00118255615234375
aae_send,1473694829,0.00118255615234375
aae_send,1473694830,0.00118255615234375
aae_send,1473694831,0.00118255615234375
aae_send,1473694832,0.00118255615234375
aae_send,1473694833,0.00118255615234375
aae_send,1473694834,0.00118255615234375
