Type,Seconds,MegaBytes
delta_ack,1468332746,3.662109375e-4
delta_ack,1468332747,7.32421875e-4
delta_send,1468332747,0.369659423828125
delta_ack,1468332748,0.001373291015625
delta_send,1468332748,0.369659423828125
delta_ack,1468332749,0.001373291015625
delta_send,1468332749,0.369659423828125
delta_ack,1468332750,0.001373291015625
delta_send,1468332750,0.369659423828125
delta_ack,1468332751,0.001373291015625
delta_send,1468332751,0.369659423828125
delta_ack,1468332752,0.001373291015625
delta_send,1468332752,0.369659423828125
delta_ack,1468332753,0.001373291015625
delta_send,1468332753,0.369659423828125
delta_ack,1468332754,0.001373291015625
delta_send,1468332754,0.369659423828125
delta_ack,1468332755,0.001373291015625
delta_send,1468332755,0.369659423828125
delta_ack,1468332756,0.00164794921875
delta_send,1468332756,0.369659423828125
delta_ack,1468332757,0.002349853515625
delta_send,1468332757,0.38031768798828125
delta_ack,1468332758,0.0030517578125
delta_send,1468332758,0.38031768798828125
delta_ack,1468332759,0.0030517578125
delta_send,1468332759,0.38031768798828125
delta_ack,1468332760,0.0030517578125
delta_send,1468332760,0.38031768798828125
delta_ack,1468332761,0.0030517578125
delta_send,1468332761,0.38031768798828125
delta_ack,1468332762,0.0030517578125
delta_send,1468332762,0.38031768798828125
delta_ack,1468332763,0.0030517578125
delta_send,1468332763,0.38031768798828125
delta_ack,1468332764,0.0030517578125
delta_send,1468332764,0.38031768798828125
delta_ack,1468332765,0.0030517578125
delta_send,1468332765,0.38031768798828125
delta_ack,1468332766,0.003753662109375
delta_send,1468332766,0.38031768798828125
delta_ack,1468332767,0.0042724609375
delta_send,1468332767,0.38817596435546875
delta_ack,1468332768,0.004730224609375
delta_send,1468332768,0.38817596435546875
convergence,1468332768,0.0
delta_ack,1468332769,0.004730224609375
delta_send,1468332769,0.38817596435546875
delta_ack,1468332770,0.004730224609375
delta_send,1468332770,0.38817596435546875
delta_ack,1468332771,0.004730224609375
delta_send,1468332771,0.38817596435546875
delta_ack,1468332772,0.004730224609375
delta_send,1468332772,0.38817596435546875
delta_ack,1468332773,0.004730224609375
delta_send,1468332773,0.38817596435546875
delta_ack,1468332774,0.004730224609375
delta_send,1468332774,0.38817596435546875
delta_ack,1468332775,0.004730224609375
delta_send,1468332775,0.38817596435546875
delta_ack,1468332776,0.00518798828125
delta_send,1468332776,0.38817596435546875
delta_ack,1468332777,0.005462646484375
delta_send,1468332777,0.39209747314453125
delta_ack,1468332778,0.005615234375
delta_send,1468332778,0.39209747314453125
delta_ack,1468332779,0.005615234375
delta_send,1468332779,0.39209747314453125
delta_ack,1468332780,0.005615234375
delta_send,1468332780,0.39209747314453125
delta_ack,1468332781,0.005615234375
delta_send,1468332781,0.39209747314453125
