Type,Seconds,MegaBytes
aae_send,1472590933,0.1929473876953125
aae_send,1472590934,0.1929473876953125
aae_send,1472590935,0.1929473876953125
aae_send,1472590936,0.1929473876953125
aae_send,1472590937,0.1929473876953125
aae_send,1472590938,0.1929473876953125
aae_send,1472590939,0.1929473876953125
aae_send,1472590940,0.1929473876953125
aae_send,1472590941,0.1929473876953125
aae_send,1472590942,0.1929473876953125
aae_send,1472590943,0.54473876953125
aae_send,1472590944,0.54473876953125
aae_send,1472590945,0.54473876953125
aae_send,1472590946,0.54473876953125
aae_send,1472590947,0.54473876953125
aae_send,1472590948,0.54473876953125
aae_send,1472590949,0.54473876953125
aae_send,1472590950,0.54473876953125
aae_send,1472590951,0.54473876953125
aae_send,1472590952,0.54473876953125
aae_send,1472590953,1.1553955078125
aae_send,1472590954,1.1553955078125
aae_send,1472590955,1.1553955078125
aae_send,1472590956,1.1553955078125
aae_send,1472590957,1.1553955078125
aae_send,1472590958,1.1553955078125
aae_send,1472590959,1.1553955078125
aae_send,1472590960,1.1553955078125
aae_send,1472590961,1.1553955078125
aae_send,1472590962,1.1553955078125
aae_send,1472590963,2.2566604614257813
aae_send,1472590964,2.2566604614257813
aae_send,1472590965,2.2566604614257813
aae_send,1472590966,2.2566604614257813
aae_send,1472590967,2.2566604614257813
aae_send,1472590968,2.2566604614257813
aae_send,1472590969,2.2566604614257813
aae_send,1472590970,2.2566604614257813
aae_send,1472590971,2.2566604614257813
aae_send,1472590972,2.2566604614257813
aae_send,1472590973,3.4952545166015625
aae_send,1472590974,3.4952545166015625
aae_send,1472590975,3.4952545166015625
aae_send,1472590976,3.4952545166015625
aae_send,1472590977,3.4952545166015625
aae_send,1472590978,3.4952545166015625
aae_send,1472590979,3.4952545166015625
aae_send,1472590980,3.4952545166015625
aae_send,1472590981,3.4952545166015625
aae_send,1472590982,3.4952545166015625
aae_send,1472590983,4.81109619140625
aae_send,1472590984,4.81109619140625
aae_send,1472590985,4.81109619140625
aae_send,1472590986,4.81109619140625
aae_send,1472590987,4.81109619140625
aae_send,1472590988,4.81109619140625
aae_send,1472590989,4.81109619140625
aae_send,1472590990,4.81109619140625
aae_send,1472590991,4.81109619140625
aae_send,1472590992,4.81109619140625
aae_send,1472590993,6.143074035644531
aae_send,1472590994,6.143074035644531
aae_send,1472590995,6.143074035644531
aae_send,1472590996,6.143074035644531
aae_send,1472590997,6.143074035644531
aae_send,1472590998,6.143074035644531
aae_send,1472590999,6.143074035644531
aae_send,1472591000,6.143074035644531
aae_send,1472591001,6.143074035644531
aae_send,1472591002,6.143074035644531
aae_send,1472591003,7.478141784667969
aae_send,1472591004,7.478141784667969
aae_send,1472591005,7.478141784667969
aae_send,1472591006,7.478141784667969
aae_send,1472591007,7.478141784667969
aae_send,1472591008,7.478141784667969
aae_send,1472591009,7.478141784667969
aae_send,1472591010,7.478141784667969
aae_send,1472591011,7.478141784667969
aae_send,1472591012,7.478141784667969
aae_send,1472591013,8.813896179199219
aae_send,1472591014,8.813896179199219
aae_send,1472591015,8.813896179199219
aae_send,1472591016,8.813896179199219
aae_send,1472591017,8.813896179199219
aae_send,1472591018,8.813896179199219
aae_send,1472591019,8.813896179199219
aae_send,1472591020,8.813896179199219
aae_send,1472591021,8.813896179199219
aae_send,1472591022,8.813896179199219
aae_send,1472591023,10.149650573730469
aae_send,1472591024,10.149650573730469
aae_send,1472591025,10.149650573730469
aae_send,1472591026,10.149650573730469
aae_send,1472591027,10.149650573730469
aae_send,1472591028,10.149650573730469
aae_send,1472591029,10.149650573730469
aae_send,1472591030,10.149650573730469
aae_send,1472591031,10.149650573730469
aae_send,1472591032,10.149650573730469
aae_send,1472591033,11.485404968261719
aae_send,1472591034,11.485404968261719
aae_send,1472591035,11.485404968261719
aae_send,1472591036,11.485404968261719
aae_send,1472591037,11.485404968261719
aae_send,1472591038,11.485404968261719
aae_send,1472591039,11.485404968261719
aae_send,1472591040,11.485404968261719
convergence,1472591040,0.0
aae_send,1472591041,11.485404968261719
aae_send,1472591042,11.485404968261719
aae_send,1472591043,12.823410034179688
aae_send,1472591044,12.823410034179688
aae_send,1472591045,12.823410034179688
aae_send,1472591046,12.823410034179688
aae_send,1472591047,12.823410034179688
aae_send,1472591048,12.823410034179688
aae_send,1472591049,12.823410034179688
aae_send,1472591050,12.823410034179688
aae_send,1472591051,12.823410034179688
aae_send,1472591052,12.823410034179688
aae_send,1472591053,14.230308532714844
aae_send,1472591054,14.230308532714844
aae_send,1472591055,14.230308532714844
aae_send,1472591056,14.230308532714844
aae_send,1472591057,14.230308532714844
aae_send,1472591058,14.230308532714844
aae_send,1472591059,14.230308532714844
aae_send,1472591060,14.230308532714844
aae_send,1472591061,14.230308532714844
aae_send,1472591062,14.230308532714844
aae_send,1472591063,15.791816711425781
aae_send,1472591064,15.791816711425781
aae_send,1472591065,15.791816711425781
aae_send,1472591066,15.791816711425781
