Type,Seconds,MegaBytes
delta_send,1470483423,0.0015869140625
delta_send,1470483424,0.0015869140625
delta_send,1470483425,0.0015869140625
delta_send,1470483426,0.0015869140625
delta_send,1470483427,0.0015869140625
delta_send,1470483428,0.0015869140625
delta_send,1470483429,0.0015869140625
delta_send,1470483430,0.0015869140625
delta_send,1470483431,0.0015869140625
delta_send,1470483432,0.002532958984375
delta_send,1470483433,0.20320892333984375
delta_send,1470483434,0.20415496826171875
delta_send,1470483435,0.20415496826171875
delta_send,1470483436,0.20415496826171875
delta_send,1470483437,0.20415496826171875
delta_send,1470483438,0.20415496826171875
delta_send,1470483439,0.20415496826171875
delta_send,1470483440,0.20415496826171875
delta_send,1470483441,0.20415496826171875
delta_send,1470483442,0.20476531982421875
delta_send,1470483443,0.2522430419921875
delta_send,1470483444,0.2528533935546875
delta_send,1470483445,0.2528533935546875
delta_send,1470483446,0.2528533935546875
delta_send,1470483447,0.2528533935546875
delta_send,1470483448,0.2528533935546875
delta_send,1470483449,0.2528533935546875
delta_send,1470483450,0.2528533935546875
delta_send,1470483451,0.2528533935546875
delta_send,1470483452,0.2534637451171875
delta_send,1470483453,0.32523345947265625
delta_send,1470483454,0.32584381103515625
delta_send,1470483455,0.32584381103515625
delta_send,1470483456,0.32584381103515625
delta_send,1470483457,0.32584381103515625
delta_send,1470483458,0.32584381103515625
delta_send,1470483459,0.32584381103515625
delta_send,1470483460,0.32584381103515625
delta_send,1470483461,0.32584381103515625
delta_send,1470483462,0.3266143798828125
delta_send,1470483463,0.5694046020507813
convergence,1470483463,0.0
delta_send,1470483464,0.5701751708984375
delta_send,1470483465,0.5701751708984375
delta_send,1470483466,0.5701751708984375
delta_send,1470483467,0.5701751708984375
delta_send,1470483468,0.5701751708984375
delta_send,1470483469,0.5701751708984375
delta_send,1470483470,0.5701751708984375
delta_send,1470483471,0.5701751708984375
delta_send,1470483472,0.5710906982421875
delta_send,1470483473,0.8167724609375
delta_send,1470483474,0.81768798828125
delta_send,1470483475,0.81768798828125
delta_send,1470483476,0.81768798828125
delta_send,1470483477,0.81768798828125
delta_send,1470483478,0.81768798828125
delta_send,1470483479,0.81768798828125
delta_send,1470483480,0.81768798828125
delta_send,1470483481,0.81768798828125
delta_send,1470483482,0.8184432983398438
delta_send,1470483483,0.9211044311523438
delta_send,1470483484,0.9218597412109375
delta_send,1470483485,0.9218597412109375
delta_send,1470483486,0.9218597412109375
delta_send,1470483487,0.9218597412109375
delta_send,1470483488,0.9218597412109375
delta_send,1470483489,0.9218597412109375
delta_send,1470483490,0.9218597412109375
delta_send,1470483491,0.9218597412109375
delta_send,1470483492,0.9226150512695313
delta_send,1470483493,1.0231170654296875
delta_send,1470483494,1.0238723754882813
delta_send,1470483495,1.0238723754882813
delta_send,1470483496,1.0238723754882813
delta_send,1470483497,1.0238723754882813
delta_send,1470483498,1.0238723754882813
delta_send,1470483499,1.0238723754882813
delta_send,1470483500,1.0238723754882813
delta_send,1470483501,1.0238723754882813
delta_send,1470483502,1.024078369140625
delta_send,1470483503,1.051849365234375
delta_send,1470483503,1.051849365234375
