Type,Seconds,MegaBytes
delta_send,1470239079,0.17603302001953125
delta_send,1470239080,0.17603302001953125
delta_send,1470239081,0.17603302001953125
delta_send,1470239082,0.17652130126953125
delta_send,1470239083,0.17652130126953125
delta_send,1470239084,0.17688751220703125
delta_send,1470239085,0.17688751220703125
delta_send,1470239086,0.17688751220703125
delta_send,1470239087,0.17688751220703125
delta_send,1470239088,0.17688751220703125
delta_send,1470239089,0.18175506591796875
delta_send,1470239090,0.18175506591796875
delta_send,1470239091,0.18175506591796875
delta_send,1470239092,0.18346405029296875
delta_send,1470239093,0.18346405029296875
delta_send,1470239094,0.18407440185546875
delta_send,1470239095,0.18407440185546875
delta_send,1470239096,0.18407440185546875
delta_send,1470239097,0.18407440185546875
delta_send,1470239098,0.18407440185546875
delta_send,1470239099,0.19506072998046875
delta_send,1470239100,0.19506072998046875
delta_send,1470239101,0.19506072998046875
delta_send,1470239102,0.19689178466796875
delta_send,1470239103,0.19689178466796875
delta_send,1470239104,0.19750213623046875
delta_send,1470239105,0.19750213623046875
delta_send,1470239106,0.19750213623046875
delta_send,1470239107,0.19750213623046875
delta_send,1470239108,0.19750213623046875
delta_send,1470239109,0.2090911865234375
delta_send,1470239110,0.2090911865234375
delta_send,1470239111,0.2090911865234375
delta_send,1470239112,0.2108612060546875
delta_send,1470239113,0.2108612060546875
delta_send,1470239114,0.2114715576171875
delta_send,1470239115,0.2114715576171875
delta_send,1470239116,0.2114715576171875
delta_send,1470239117,0.2114715576171875
delta_send,1470239118,0.2114715576171875
delta_send,1470239119,0.22280120849609375
delta_send,1470239120,0.22280120849609375
delta_send,1470239121,0.22280120849609375
delta_send,1470239122,0.22463226318359375
delta_send,1470239123,0.22463226318359375
delta_send,1470239124,0.22524261474609375
delta_send,1470239125,0.22524261474609375
delta_send,1470239126,0.22524261474609375
delta_send,1470239127,0.22524261474609375
delta_send,1470239128,0.22524261474609375
delta_send,1470239129,0.23705291748046875
delta_send,1470239130,0.23705291748046875
delta_send,1470239131,0.23705291748046875
delta_send,1470239132,0.23882293701171875
delta_send,1470239133,0.23882293701171875
delta_send,1470239134,0.23943328857421875
delta_send,1470239135,0.23943328857421875
delta_send,1470239136,0.23943328857421875
delta_send,1470239137,0.23943328857421875
delta_send,1470239138,0.23943328857421875
delta_send,1470239139,0.2505035400390625
delta_send,1470239140,0.2505035400390625
delta_send,1470239141,0.2505035400390625
delta_send,1470239142,0.2521514892578125
delta_send,1470239143,0.2521514892578125
delta_send,1470239144,0.2527618408203125
delta_send,1470239145,0.2527618408203125
delta_send,1470239146,0.2527618408203125
delta_send,1470239147,0.2527618408203125
delta_send,1470239148,0.2527618408203125
delta_send,1470239149,0.26422882080078125
delta_send,1470239150,0.26422882080078125
delta_send,1470239151,0.26422882080078125
delta_send,1470239152,0.26593780517578125
delta_send,1470239153,0.26593780517578125
delta_send,1470239154,0.26654815673828125
delta_send,1470239155,0.26654815673828125
delta_send,1470239156,0.26654815673828125
delta_send,1470239157,0.26654815673828125
delta_send,1470239158,0.26654815673828125
delta_send,1470239159,0.27863311767578125
delta_send,1470239160,0.27863311767578125
delta_send,1470239161,0.27863311767578125
delta_send,1470239162,0.28034210205078125
delta_send,1470239163,0.28034210205078125
delta_send,1470239164,0.28095245361328125
delta_send,1470239165,0.28095245361328125
delta_send,1470239166,0.28095245361328125
delta_send,1470239167,0.28095245361328125
delta_send,1470239168,0.28095245361328125
